area,rooms,floor,total_floors,year,price
55.5,2,20,25,2004,7075000.0
37.6,1,5,5,1969,4713000.0
29.2,1,21,25,2009,4103000.0
38.4,1,9,9,1987,5404000.0
52.5,2,8,17,2017,6686000.0
63.7,2,4,12,2009,9569000.0
40.3,1,8,17,2015,5952000.0
96.8,4,22,25,2001,12014000.0
41.4,1,5,9,1992,4931000.0
63.4,2,23,25,2003,8872000.0
79.9,3,6,9,1993,9139000.0
72.1,3,3,9,1999,8810000.0
50.3,1,5,9,1979,6321000.0
77.5,3,9,12,2016,10436000.0
78.3,3,4,5,1961,9476000.0
44.2,2,4,12,2014,4692000.0
57.1,2,7,12,2022,8287000.0
41.0,1,5,17,2023,6048000.0
53.6,2,11,17,2005,7400000.0
60.0,2,2,9,1997,7584000.0
81.9,3,6,9,1992,11437000.0
61.7,2,7,9,1988,7730000.0
59.2,2,2,5,1971,7139000.0
33.3,1,1,5,1965,3895000.0
30.5,1,6,9,1996,4211000.0
42.1,1,4,9,1994,5006000.0
51.7,1,7,25,2019,7461000.0
52.1,2,3,12,2017,7458000.0
81.1,3,5,9,1977,8027000.0
70.6,2,1,12,2025,8821000.0
54.3,2,2,5,1965,6235000.0
64.4,2,3,9,1978,9511000.0
30.9,1,8,12,2018,4812000.0
66.4,2,9,9,1991,8348000.0
27.9,1,9,9,1985,4058000.0
43.2,2,15,25,2013,6527000.0
30.4,1,10,17,2010,4746000.0
39.5,1,2,12,2018,5690000.0
59.2,2,4,12,2016,7466000.0
87.3,3,5,12,2003,11886000.0
57.4,2,3,9,1986,8650000.0
68.8,3,1,9,1978,8485000.0
60.5,2,2,5,1971,7673000.0
60.1,2,2,9,1991,7292000.0
59.3,2,9,12,2014,7178000.0
82.7,3,1,9,1981,8243000.0
45.5,1,11,25,2020,7035000.0
37.0,1,9,25,2000,4925000.0
45.7,1,11,17,2004,7140000.0
49.0,2,10,12,2011,5904000.0
83.7,3,2,17,2006,11097000.0
43.4,1,2,5,1981,5154000.0
57.5,2,16,17,2025,9446000.0
78.5,3,5,5,1974,9186000.0
60.6,2,12,17,2004,7647000.0
77.3,2,6,9,1998,11262000.0
75.5,3,3,17,2008,8564000.0
55.4,2,14,25,2000,6159000.0
50.9,2,4,5,1965,5364000.0
46.4,1,2,9,1990,4980000.0
43.3,1,11,25,2014,6329000.0
53.5,2,6,9,1976,6465000.0
56.1,2,3,17,2012,7650000.0
109.1,4,2,12,2023,15967000.0
104.3,4,1,9,1979,10069000.0
83.2,3,8,9,1990,9092000.0
30.3,1,1,9,1975,3140000.0
95.8,4,12,17,2020,11546000.0
65.1,2,5,9,1984,7721000.0
52.5,2,11,12,2015,8001000.0
65.2,2,6,9,1987,6881000.0
34.3,1,11,12,2020,5014000.0
24.2,1,12,17,2001,3719000.0
84.2,3,12,25,2003,12369000.0
53.1,2,3,9,1996,6586000.0
67.2,2,2,17,2000,11109000.0
52.3,2,7,17,2010,6599000.0
69.6,3,2,12,2008,9209000.0
51.3,2,21,25,2022,6693000.0
56.8,2,7,9,1980,7353000.0
53.7,1,3,5,1960,8002000.0
46.6,1,11,17,2007,7934000.0
110.5,4,3,9,1982,14049000.0
67.4,2,14,17,2003,8676000.0
58.4,2,11,17,2003,7869000.0
52.7,2,4,5,1960,6608000.0
85.5,3,17,17,2024,12586000.0
55.4,2,3,9,1982,6994000.0
53.2,2,9,12,2025,8064000.0
34.9,2,10,12,2022,5702000.0
30.6,1,21,25,2017,5174000.0
80.0,3,2,5,1982,8242000.0
72.6,3,3,9,1994,9486000.0
84.1,3,7,12,2018,12532000.0
68.2,3,10,17,2010,8814000.0
73.1,3,4,12,2025,11930000.0
70.9,2,1,5,1979,7654000.0
86.5,3,7,9,1984,11962000.0
58.4,2,1,9,1980,6281000.0
37.6,1,4,17,2006,5523000.0
52.6,2,6,9,1976,6560000.0
112.6,4,6,9,1997,16433000.0
67.8,2,22,25,2025,10884000.0
77.6,3,5,5,1977,8335000.0
36.3,1,3,25,2017,5282000.0
32.6,1,2,12,2016,4723000.0
60.2,2,3,17,2012,8572000.0
24.8,1,9,9,1989,2843000.0
35.2,1,3,5,1970,4267000.0
43.8,1,17,17,2006,6772000.0
76.7,3,11,17,2016,12140000.0
41.0,1,12,17,2018,5193000.0
40.0,1,3,5,1967,3989000.0
40.2,1,6,17,2016,5634000.0
60.5,2,7,17,2015,7153000.0
62.4,2,1,12,2013,7001000.0
54.5,2,6,17,2021,8304000.0
50.2,2,13,17,2017,7249000.0
48.5,1,6,12,2008,5796000.0
62.1,2,3,5,1977,8490000.0
66.0,3,7,9,1996,8146000.0
37.6,1,3,5,1979,4544000.0
45.5,2,9,9,1999,6419000.0
27.7,1,3,9,1990,3860000.0
39.6,1,4,5,1976,4957000.0
66.1,2,4,9,1991,8186000.0
73.9,2,2,5,1975,9472000.0
50.3,1,8,17,2025,7422000.0
24.2,1,9,25,2018,3551000.0
114.3,4,5,5,1970,10623000.0
83.1,3,8,25,2005,12386000.0
83.0,3,6,12,2018,13507000.0
54.0,2,1,9,1981,6186000.0
62.3,2,1,5,1968,6258000.0
59.9,2,7,12,2011,9273000.0
42.4,1,2,17,2025,6924000.0
60.5,2,3,17,2001,7858000.0
60.2,2,5,5,1963,7302000.0
37.8,1,4,5,1962,4255000.0
77.7,3,3,9,1996,8724000.0
47.2,1,1,9,1995,5772000.0
66.6,2,5,9,1986,9410000.0
45.2,1,5,9,1977,5767000.0
62.8,2,10,17,2008,7754000.0
30.6,1,21,25,2011,4290000.0
35.5,1,9,9,1982,4879000.0
62.2,2,6,25,2018,9299000.0
66.6,2,6,9,1979,8211000.0
66.4,2,3,9,1995,8686000.0
41.0,1,5,9,1979,5790000.0
59.5,2,10,12,2007,9130000.0
47.9,2,23,25,2002,5622000.0
36.7,1,3,12,2018,6029000.0
67.3,3,2,9,1998,9197000.0
52.9,2,5,12,2008,8578000.0
42.0,1,3,5,1980,5341000.0
77.7,3,5,17,2025,12519000.0
63.6,3,9,12,2023,9561000.0
103.7,4,1,9,1988,9984000.0
49.8,2,4,12,2020,8048000.0
49.6,2,10,12,2019,7832000.0
28.7,1,5,5,1961,2982000.0
70.7,2,2,12,2014,10421000.0
96.1,4,2,9,1978,13393000.0
41.3,2,1,17,2001,4808000.0
69.7,3,14,17,2022,10695000.0
41.9,1,8,17,2022,5690000.0
62.9,2,2,12,2008,8296000.0
87.6,3,3,12,2003,12565000.0
81.3,3,4,5,1964,9288000.0
83.5,4,2,17,2010,10800000.0
73.7,3,4,9,1978,10266000.0
57.1,2,1,9,1978,5736000.0
50.6,2,3,9,1989,6440000.0
68.6,3,5,5,1964,7616000.0
60.0,2,10,12,2002,7476000.0
39.0,1,1,5,1975,4616000.0
50.7,2,15,17,2024,8360000.0
49.0,2,4,9,1997,6475000.0
45.3,1,1,5,1960,4420000.0
61.8,2,2,12,2000,8104000.0
43.0,1,5,5,1960,3481000.0
62.5,2,8,9,1977,8419000.0
81.5,3,8,17,2008,11328000.0
63.0,2,3,5,1972,7400000.0
74.6,3,10,17,2023,8927000.0
40.6,1,3,5,1972,5565000.0
105.6,4,4,9,1999,12743000.0
29.2,1,11,17,2020,4668000.0
39.5,1,6,9,1997,5442000.0
88.4,3,5,5,1972,8151000.0
81.5,3,1,9,1999,10786000.0
39.1,1,3,9,1995,5925000.0
96.4,4,7,17,2007,13533000.0
50.2,2,8,9,1982,6483000.0
104.7,4,3,17,2018,12555000.0
58.4,2,11,17,2004,8735000.0
54.4,2,5,9,1998,8912000.0
47.8,2,19,25,2009,6791000.0
29.7,1,5,9,1993,4082000.0
47.6,2,24,25,2002,5781000.0
55.1,2,2,5,1981,5446000.0
37.8,1,6,12,2006,5218000.0
39.5,1,4,9,1997,6256000.0
48.4,1,9,9,1980,6678000.0
60.9,3,10,12,2006,8126000.0
71.7,2,2,17,2006,10376000.0
82.8,3,1,5,1979,7825000.0
105.7,4,3,5,1967,11681000.0
52.7,2,6,17,2023,7407000.0
100.9,4,11,12,2001,12910000.0
42.6,1,10,25,2014,6125000.0
30.4,1,13,17,2009,4277000.0
62.9,2,1,25,2020,9128000.0
59.0,2,2,17,2014,10112000.0
76.7,3,3,9,1976,8892000.0
62.9,2,1,5,1962,7364000.0
29.7,1,5,17,2018,3906000.0
55.5,2,10,12,2004,7567000.0
57.0,2,2,5,1983,6240000.0
43.8,1,2,9,1993,5754000.0
66.9,2,21,25,2006,9946000.0
68.3,3,5,12,2020,10780000.0
76.9,3,1,9,1988,7945000.0
47.5,2,3,9,1986,6332000.0
59.3,2,5,9,1984,8413000.0
39.2,1,9,9,1984,5383000.0
54.4,2,1,9,1978,6176000.0
86.5,3,1,5,1977,8680000.0
58.7,2,9,17,2005,7552000.0
42.3,1,6,9,1994,5275000.0
76.9,3,17,17,2003,9662000.0
83.7,3,8,17,2004,10233000.0
68.3,2,5,9,1988,9378000.0
36.8,1,7,12,2008,5433000.0
37.0,1,7,9,1989,5022000.0
53.6,1,15,17,2000,6109000.0
57.0,2,7,9,1995,7576000.0
37.5,1,6,12,2020,5414000.0
82.3,3,11,12,2012,13777000.0
89.8,4,8,9,1976,8931000.0
49.4,2,1,5,1974,5256000.0
43.3,2,12,12,2014,6119000.0
44.7,2,15,17,2015,5803000.0
69.4,3,2,9,1977,9808000.0
74.0,3,7,12,2012,12166000.0
34.8,1,2,9,1994,4333000.0
37.6,1,10,17,2000,4941000.0
78.2,3,2,5,1973,11047000.0
53.8,2,1,17,2002,7531000.0
40.1,1,7,9,1991,5192000.0
64.7,2,3,9,1991,8793000.0
91.6,3,4,5,1968,8960000.0
46.1,1,5,5,1979,6808000.0
89.2,3,4,12,2019,12706000.0
38.1,1,6,9,1978,5117000.0
65.6,3,5,17,2010,8117000.0
54.6,2,4,5,1974,5841000.0
31.5,1,9,9,1999,4350000.0
58.0,2,6,9,1987,8849000.0
67.3,3,2,5,1983,7751000.0
76.1,3,1,5,1979,7388000.0
52.5,2,3,9,1986,6896000.0
52.0,2,7,9,1989,7816000.0
67.8,2,7,9,1980,7875000.0
56.8,2,1,12,2017,7225000.0
78.5,3,8,12,2021,12123000.0
41.5,1,4,5,1976,5710000.0
38.9,1,5,9,1995,5169000.0
62.4,2,22,25,2023,10271000.0
34.6,1,3,12,2016,5428000.0
84.6,3,5,12,2010,11567000.0
45.7,2,5,9,1992,6519000.0
57.3,2,17,17,2002,7998000.0
80.6,3,3,17,2022,10323000.0
56.4,2,3,12,2023,9607000.0
58.9,2,1,25,2003,7516000.0
42.5,1,5,5,1972,5667000.0
61.9,2,1,5,1983,7043000.0
40.3,1,9,17,2000,5769000.0
68.5,2,5,17,2018,10365000.0
51.4,2,1,5,1979,6026000.0
35.3,1,6,9,1979,5187000.0
54.4,2,1,5,1972,6127000.0
44.6,1,6,9,1990,5953000.0
80.4,3,17,17,2015,11708000.0
48.4,1,12,12,2010,6978000.0
65.9,3,4,9,1983,10395000.0
58.5,2,8,9,1992,7878000.0
56.0,2,5,5,1974,7216000.0
20.0,1,5,9,1987,2875000.0
94.5,4,10,12,2006,9758000.0
29.8,1,11,25,2002,3888000.0
51.7,2,8,17,2011,6997000.0
107.9,4,1,5,1977,9458000.0
84.6,3,13,17,2008,11003000.0
53.1,2,5,17,2002,6254000.0
94.2,4,8,17,2023,11630000.0
47.8,2,1,9,1975,5343000.0
47.7,1,7,9,1995,7776000.0
50.3,2,7,9,1995,5759000.0
20.0,1,5,5,1981,2147000.0
31.6,1,9,9,1981,3656000.0
68.3,3,2,9,1993,8561000.0
56.3,2,3,9,1986,6070000.0
39.6,1,17,17,2013,5152000.0
75.6,3,7,9,1987,8628000.0
28.0,1,2,5,1964,3430000.0
102.4,4,3,25,2011,14148000.0
102.1,4,19,25,2007,13112000.0
77.0,3,9,17,2005,9911000.0
74.9,3,10,25,2017,9764000.0
40.4,1,2,12,2006,5814000.0
65.9,2,15,25,2018,8653000.0
27.6,1,2,5,1974,3969000.0
41.1,1,1,9,1984,4100000.0
66.6,2,9,9,1983,7435000.0
52.9,1,1,5,1979,6595000.0
103.2,4,2,5,1975,11248000.0
71.9,3,1,12,2019,9766000.0
65.0,2,3,17,2003,10438000.0
52.8,2,1,12,2009,7229000.0
66.1,2,4,5,1969,6855000.0
74.4,3,17,17,2007,8432000.0
52.6,2,8,12,2000,6987000.0
38.9,1,1,9,1977,4617000.0
55.5,2,9,12,2023,9225000.0
55.7,2,9,9,1986,6215000.0
86.5,4,9,9,1981,9124000.0
44.3,1,19,25,2021,6561000.0
43.8,1,4,9,1997,5878000.0
83.0,3,5,9,1975,11201000.0
80.5,3,11,17,2023,11439000.0
70.6,3,4,17,2019,10137000.0
41.3,2,5,5,1960,4829000.0
59.0,2,1,5,1963,7047000.0
58.4,2,2,5,1977,7122000.0
39.8,1,8,12,2004,6364000.0
37.7,2,4,9,1975,5407000.0
42.2,1,2,5,1960,4858000.0
29.5,1,7,25,2004,3953000.0
58.1,3,4,12,2017,9936000.0
27.0,1,9,9,1983,3702000.0
91.0,3,9,12,2009,12387000.0
49.6,1,4,12,2006,7563000.0
21.9,1,5,5,1974,2320000.0
51.5,2,8,9,1988,7357000.0
73.8,3,6,17,2003,8029000.0
64.7,2,1,9,1988,8290000.0
81.5,3,7,12,2006,10157000.0
26.2,1,1,9,1982,2543000.0
76.1,3,3,5,1983,7411000.0
32.6,1,1,5,1967,3366000.0
76.2,3,3,9,1979,9759000.0
51.4,2,1,9,1997,5324000.0
74.3,3,1,5,1970,6720000.0
60.4,2,7,17,2022,8484000.0
34.9,1,21,25,2001,5290000.0
78.4,3,13,17,2014,11887000.0
40.8,1,1,17,2018,5591000.0
39.9,1,6,9,1992,5917000.0
85.1,3,22,25,2014,12614000.0
32.6,1,4,5,1978,3964000.0
35.0,1,23,25,2024,5867000.0
54.8,2,23,25,2006,6627000.0
75.1,3,12,17,2003,10449000.0
34.3,1,25,25,2013,4239000.0
65.5,2,12,12,2007,8792000.0
52.3,2,1,9,1997,7058000.0
83.4,3,5,9,1984,10418000.0
92.8,3,10,12,2012,12752000.0
69.2,3,3,5,1965,7921000.0
46.5,2,7,12,2003,6796000.0
41.7,2,20,25,2004,6963000.0
47.1,1,4,5,1969,6103000.0
64.5,2,12,17,2023,9087000.0
94.7,4,1,25,2012,11104000.0
64.1,2,1,25,2018,7638000.0
29.4,1,10,25,2010,3748000.0
57.6,2,2,12,2018,6343000.0
66.1,2,15,25,2004,8677000.0
60.1,2,2,17,2024,7692000.0
52.4,2,1,5,1964,5479000.0
58.3,2,8,9,1975,6709000.0
36.4,1,9,17,2020,4910000.0
84.8,3,5,9,1983,8153000.0
59.5,2,4,12,2006,7967000.0
41.8,1,11,12,2008,4976000.0
28.6,1,1,5,1969,3352000.0
68.2,3,7,12,2020,9928000.0
79.4,3,9,17,2002,10253000.0
65.6,2,8,9,1992,9829000.0
46.9,1,3,5,1968,5683000.0
26.3,1,2,5,1964,3243000.0
39.7,1,3,9,1985,5556000.0
63.5,2,4,25,2000,8151000.0
61.0,2,4,9,1976,7051000.0
58.4,2,6,12,2017,8500000.0
64.6,2,7,9,1994,7378000.0
30.9,1,4,9,1988,4832000.0
40.1,1,10,17,2021,6189000.0
63.2,2,6,17,2007,8627000.0
27.7,1,1,5,1978,3823000.0
40.0,1,6,9,1988,4723000.0
61.5,2,3,5,1973,8523000.0
81.9,3,1,9,1996,10270000.0
64.4,3,11,12,2019,10124000.0
71.0,3,2,5,1967,7884000.0
38.0,2,5,9,1983,4806000.0
68.0,2,3,9,1999,8851000.0
33.1,1,24,25,2013,5359000.0
95.7,4,15,25,2011,13180000.0
29.9,1,1,5,1972,3135000.0
31.9,1,12,17,2005,4315000.0
45.3,1,8,9,1988,6002000.0
97.7,4,5,9,1989,11421000.0
115.7,4,16,17,2001,16845000.0
69.2,3,15,25,2017,10495000.0
71.1,2,15,25,2009,10790000.0
55.4,2,11,12,2024,8442000.0
112.8,4,6,9,1995,12839000.0
65.7,2,12,17,2006,9750000.0
86.2,3,2,9,1996,8777000.0
34.9,1,11,12,2024,5456000.0
30.4,1,4,9,1979,3560000.0
78.4,3,9,12,2007,9633000.0
33.3,1,4,9,1994,4325000.0
67.7,3,5,5,1972,7382000.0
65.1,2,21,25,2006,9011000.0
79.7,3,2,5,1984,10518000.0
38.9,1,8,12,2017,5717000.0
51.3,2,6,9,1983,6386000.0
53.7,2,2,5,1971,5499000.0
62.8,2,5,5,1983,6554000.0
61.0,2,5,5,1976,7262000.0
107.8,4,3,17,2009,15067000.0
62.7,2,7,9,1981,7612000.0
46.5,1,10,25,2020,7693000.0
69.7,3,5,12,2004,7978000.0
41.3,1,7,9,1997,5924000.0
62.3,2,2,12,2014,8165000.0
25.8,1,9,12,2015,3473000.0
81.3,3,8,17,2015,10454000.0
45.2,1,5,9,1984,5845000.0
39.3,1,2,9,1988,5444000.0
66.3,3,8,17,2019,9716000.0
70.3,3,23,25,2016,9541000.0
40.5,1,8,17,2005,6140000.0
71.7,3,4,9,1975,9837000.0
83.7,3,1,17,2010,10160000.0
40.1,1,4,9,1975,5065000.0
85.4,3,2,9,1986,9893000.0
54.8,2,6,9,1998,7068000.0
57.9,2,12,12,2019,9038000.0
51.7,2,1,5,1974,6323000.0
73.8,2,7,9,1979,8932000.0
38.0,1,1,17,2009,5199000.0
69.9,3,8,9,1991,9628000.0
44.9,1,2,5,1969,5218000.0
55.2,2,3,5,1966,5576000.0
44.4,1,13,25,2017,7099000.0
76.5,3,9,12,2005,11151000.0
25.3,1,8,9,1983,3530000.0
49.9,2,5,17,2001,6529000.0
57.6,2,1,17,2021,8793000.0
66.3,3,1,9,1986,7572000.0
56.1,2,11,12,2004,6834000.0
82.5,3,1,17,2014,8654000.0
41.5,1,11,12,2012,5906000.0
40.9,1,4,5,1961,4892000.0
57.2,2,5,17,2014,7958000.0
90.0,3,9,12,2013,14911000.0
37.3,1,9,9,1983,4785000.0
34.7,1,2,9,1990,4193000.0
41.5,1,3,5,1961,3753000.0
59.8,2,1,5,1960,6214000.0
50.0,2,10,17,2024,8181000.0
84.9,3,2,5,1968,11439000.0
40.6,1,7,9,1999,5533000.0
40.6,1,4,12,2023,7285000.0
44.3,1,2,5,1979,4879000.0
46.2,2,19,25,2013,6366000.0
51.6,2,6,9,1999,6250000.0
47.2,1,9,9,1976,6083000.0
73.7,3,8,9,1975,7526000.0
37.7,1,9,9,1984,4857000.0
67.2,2,4,5,1982,7369000.0
47.5,2,9,17,2021,8221000.0
21.7,1,8,25,2018,3136000.0
70.5,3,2,9,1992,9268000.0
76.5,3,8,12,2023,9020000.0
55.3,2,1,17,2019,6183000.0
52.9,2,9,17,2021,7185000.0
33.6,1,9,9,1994,4717000.0
53.0,2,8,9,1985,7169000.0
32.9,1,5,9,1983,4733000.0
81.2,3,5,17,2014,9561000.0
40.6,1,3,17,2015,6331000.0
42.2,1,5,5,1972,4670000.0
34.6,1,4,9,1995,4350000.0
34.4,1,17,25,2005,4642000.0
65.5,2,16,17,2024,9639000.0
43.0,1,16,25,2014,6777000.0
90.3,3,3,17,2014,13929000.0
35.5,1,6,9,1996,5130000.0
49.3,2,1,12,2017,6839000.0
57.8,2,5,12,2010,9636000.0
104.7,4,2,5,1960,11827000.0
109.2,4,10,12,2013,14275000.0
75.3,3,15,17,2024,11485000.0
77.9,3,2,5,1961,10009000.0
62.8,2,17,17,2001,7403000.0
77.2,3,12,12,2019,9924000.0
100.3,4,1,25,2025,14462000.0
58.6,1,1,5,1969,6229000.0
61.0,2,4,9,1990,8518000.0
23.5,1,4,12,2002,3737000.0
44.9,2,8,9,1988,5049000.0
55.2,2,1,17,2022,7041000.0
70.1,2,11,17,2006,10898000.0
61.6,2,1,5,1978,6730000.0
118.9,4,9,12,2018,12928000.0
60.6,2,10,12,2024,8563000.0
84.8,3,9,9,1997,11253000.0
35.3,1,7,25,2018,5977000.0
53.2,2,12,17,2002,7298000.0
53.7,2,8,12,2012,8002000.0
43.2,1,17,17,2018,5935000.0
49.9,2,5,9,1999,7334000.0
43.5,2,14,25,2013,7092000.0
50.5,2,2,12,2007,7575000.0
63.1,2,16,17,2022,9214000.0
52.6,2,17,17,2007,7263000.0
42.5,1,3,9,1991,6258000.0
53.4,2,1,17,2024,7176000.0
54.9,1,3,5,1980,7592000.0
49.5,1,2,9,1979,6543000.0
60.4,1,2,9,1979,8791000.0
27.6,1,4,25,2024,4538000.0
39.5,1,15,17,2020,5679000.0
23.5,1,10,17,2001,3759000.0
40.4,1,5,17,2021,6419000.0
51.3,2,3,12,2022,7475000.0
39.9,1,11,25,2010,5019000.0
39.9,2,7,9,1989,5273000.0
61.4,3,5,9,1997,9403000.0
74.1,3,4,5,1966,6060000.0
34.3,1,12,17,2010,3648000.0
87.7,3,15,17,2001,12426000.0
33.5,1,4,9,1980,4391000.0
40.5,1,4,5,1968,5232000.0
88.0,4,17,17,2016,10705000.0
82.3,3,3,5,1978,7698000.0
61.3,2,16,17,2011,7956000.0
65.1,2,11,25,2005,10399000.0
60.9,2,2,9,1990,7543000.0
52.0,1,1,9,1997,6169000.0
35.0,1,17,17,2001,3437000.0
53.3,2,13,17,2025,6529000.0
84.6,3,5,12,2023,13497000.0
39.0,1,25,25,2010,5251000.0
70.9,3,5,5,1974,8650000.0
43.4,1,11,12,2005,5722000.0
64.4,2,6,17,2024,8181000.0
61.5,2,1,17,2008,7540000.0
58.7,2,2,5,1968,6492000.0
27.9,1,5,17,2024,3930000.0
55.9,2,12,12,2017,7076000.0
51.3,2,1,9,1987,5831000.0
44.3,1,2,5,1982,5442000.0
60.4,1,11,17,2004,7778000.0
48.1,2,2,5,1984,7173000.0
46.4,2,5,9,1991,6322000.0
28.9,1,4,9,1997,4049000.0
52.9,2,10,17,2025,7854000.0
71.5,3,9,12,2020,10826000.0
36.6,1,15,17,2010,5609000.0
53.2,2,4,9,1983,5999000.0
42.6,1,12,12,2022,5225000.0
33.1,1,8,12,2019,3855000.0
34.9,1,8,17,2023,6299000.0
62.0,2,18,25,2008,8286000.0
84.5,3,5,5,1968,9656000.0
36.7,1,2,12,2009,5426000.0
59.8,2,4,5,1979,8060000.0
47.1,2,10,12,2005,6466000.0
44.3,1,4,9,1978,4874000.0
38.8,2,7,9,1975,4217000.0
76.6,3,1,9,1980,7991000.0
84.3,3,9,12,2023,10186000.0
77.6,3,1,9,1980,7672000.0
34.3,1,15,17,2011,4410000.0
78.3,3,5,9,1977,8972000.0
34.1,1,2,5,1972,3999000.0
74.3,2,2,17,2023,11153000.0
68.8,3,4,9,1984,9134000.0
43.8,1,6,9,1983,5547000.0
58.7,2,6,12,2016,7202000.0
57.6,2,2,9,1985,5812000.0
51.4,2,3,5,1965,6039000.0
41.6,1,4,9,1984,5062000.0
102.9,4,4,25,2023,14064000.0
47.1,2,1,12,2017,6347000.0
41.5,1,2,12,2013,6993000.0
41.4,1,3,12,2003,4832000.0
73.4,3,5,5,1972,7254000.0
46.8,1,5,9,1975,5806000.0
45.5,1,3,17,2019,6077000.0
48.8,2,2,5,1961,4708000.0
61.2,2,6,9,1977,8471000.0
61.6,2,1,9,1994,6550000.0
48.7,2,3,9,1977,5180000.0
64.2,3,7,25,2005,7602000.0
100.6,4,4,5,1966,12130000.0
34.9,1,12,12,2010,4489000.0
55.1,2,4,5,1966,5515000.0
88.3,3,23,25,2016,11305000.0
61.6,2,1,5,1980,6846000.0
52.3,2,2,9,1993,7486000.0
41.3,1,9,17,2011,6521000.0
60.2,2,4,17,2000,7515000.0
65.6,2,1,9,1975,6779000.0
65.3,2,9,9,1992,9824000.0
101.6,4,6,9,1984,13213000.0
41.6,1,8,9,1998,5617000.0
47.5,1,2,9,1994,4984000.0
42.0,1,7,9,1977,5061000.0
53.5,2,6,9,1988,5967000.0
31.0,1,2,9,1982,3660000.0
44.8,2,2,12,2015,5821000.0
32.5,1,4,25,2017,4749000.0
51.4,2,4,12,2008,7240000.0
23.4,1,3,5,1963,2562000.0
68.6,3,2,5,1984,7318000.0
48.1,2,3,25,2000,6394000.0
93.4,3,9,9,1995,10818000.0
42.8,2,5,5,1982,4125000.0
34.9,1,5,12,2013,5451000.0
36.2,1,2,12,2010,4883000.0
98.6,4,3,12,2003,12310000.0
70.4,2,8,9,1995,9126000.0
30.1,1,4,5,1975,3761000.0
39.5,2,2,25,2008,5606000.0
55.0,2,2,9,1996,6366000.0
44.1,1,6,12,2013,6696000.0
34.4,1,14,17,2005,4736000.0
75.7,3,12,12,2001,10489000.0
48.8,1,7,9,1975,6604000.0
43.3,1,5,9,1994,6677000.0
36.7,1,2,12,2025,5129000.0
36.1,1,16,17,2018,6118000.0
44.7,2,23,25,2022,6667000.0
44.1,1,3,5,1966,5652000.0
35.4,1,5,5,1981,4617000.0
68.6,3,6,25,2014,9950000.0
41.1,1,13,17,2004,5201000.0
65.6,2,10,17,2002,9809000.0
54.6,2,8,9,1989,7300000.0
50.9,2,3,12,2003,5948000.0
78.3,3,5,17,2004,9927000.0
33.8,1,9,12,2003,4200000.0
67.9,3,5,9,1977,6898000.0
76.1,3,3,5,1961,9064000.0
62.3,2,7,12,2004,7305000.0
51.3,1,5,9,1992,6012000.0
35.1,1,2,9,1976,5285000.0
70.4,2,21,25,2014,9634000.0
69.8,3,7,9,1992,9423000.0
62.5,2,4,17,2017,10078000.0
34.4,1,1,5,1967,4019000.0
54.3,1,6,12,2011,8051000.0
50.3,2,15,25,2022,7405000.0
57.9,2,3,5,1968,7158000.0
26.7,1,3,5,1978,3311000.0
32.4,1,5,9,1975,4336000.0
62.6,2,4,5,1981,7601000.0
63.4,2,13,17,2024,9303000.0
59.4,2,18,25,2016,10190000.0
80.8,3,7,9,1975,9029000.0
57.6,2,5,9,1994,7616000.0
50.7,1,7,9,1991,7110000.0
43.7,2,9,17,2024,6829000.0
102.0,4,4,5,1965,11364000.0
68.4,3,5,12,2004,7973000.0
69.8,3,9,12,2004,9450000.0
33.2,1,10,12,2010,4948000.0
75.8,3,4,9,1985,10374000.0
77.2,3,13,17,2010,11317000.0
55.3,2,5,5,1971,7006000.0
33.8,1,5,5,1971,3548000.0
102.5,4,15,17,2001,11744000.0
47.2,2,13,17,2002,6654000.0
45.1,1,3,5,1966,6020000.0
42.3,1,5,9,1994,5645000.0
67.0,2,6,9,1988,7978000.0
60.8,2,6,9,1996,6797000.0
43.3,1,6,9,1990,6007000.0
63.4,2,2,5,1983,7884000.0
70.2,3,5,9,1988,8360000.0
58.0,2,13,17,2016,9132000.0
32.7,1,5,12,2014,4792000.0
58.6,2,9,12,2010,8263000.0
39.5,1,5,5,1972,5047000.0
43.7,1,24,25,2005,7596000.0
61.8,2,8,17,2016,8526000.0
82.5,3,9,17,2011,10316000.0
54.7,2,15,17,2023,7311000.0
58.5,1,22,25,2003,8668000.0
62.0,2,10,12,2020,8100000.0
58.3,2,5,9,1984,7090000.0
87.4,3,9,12,2017,11914000.0
75.9,3,11,17,2018,12356000.0
28.9,1,2,17,2006,4631000.0
31.2,1,6,12,2022,4026000.0
30.0,1,5,5,1971,4055000.0
78.3,3,7,9,1985,8449000.0
45.2,1,21,25,2023,7029000.0
28.1,1,1,12,2002,3265000.0
63.1,2,3,12,2001,8244000.0
39.3,1,3,9,1976,4456000.0
50.1,1,4,9,1996,8034000.0
65.5,2,5,17,2001,8778000.0
31.2,1,1,12,2014,4245000.0
53.4,2,15,17,2003,6534000.0
98.6,4,6,9,1999,10682000.0
47.8,1,9,12,2025,7045000.0
69.8,2,1,9,1977,8089000.0
78.7,3,8,17,2016,10867000.0
65.6,3,8,9,1976,8491000.0
57.5,2,3,9,1984,7355000.0
72.2,2,9,12,2006,10024000.0
39.2,1,11,25,2008,5961000.0
39.4,2,5,5,1984,4776000.0
104.5,4,13,17,2019,15640000.0
67.6,2,8,9,1989,9216000.0
